accuracy,loss,val_accuracy,val_loss,learning_rate
0.4098639488220215,1.0552854537963867,0.4971751272678375,1.0702714920043945,0.0010000000474974513
0.541241466999054,0.9485552310943604,0.604519784450531,0.9543238878250122,0.0010000000474974513
0.5871598720550537,0.8753887414932251,0.6158192157745361,0.8529340624809265,0.0010000000474974513
0.6288265585899353,0.7890372276306152,0.6836158037185669,0.7326467037200928,0.0010000000474974513
0.682823121547699,0.7040567994117737,0.6779661178588867,0.6480791568756104,0.0010000000474974513
0.742772102355957,0.6261361837387085,0.7118644118309021,0.5460573434829712,0.0010000000474974513
0.7780612111091614,0.5597862005233765,0.7570621371269226,0.5103684663772583,0.0010000000474974513
0.8180271983146667,0.4847947061061859,0.8700565099716187,0.42583167552948,0.0010000000474974513
0.8435373902320862,0.4322980046272278,0.9209039807319641,0.36501118540763855,0.0010000000474974513
0.8741496801376343,0.37007299065589905,0.9265536665916443,0.30284714698791504,0.0010000000474974513
0.8801020383834839,0.3439321517944336,0.9604519605636597,0.24408388137817383,0.0010000000474974513
0.9013605713844299,0.30452463030815125,0.9435028433799744,0.2376524955034256,0.0010000000474974513
0.9077380895614624,0.27615833282470703,0.9717513918876648,0.18516339361667633,0.0010000000474974513
0.8954081535339355,0.2948457896709442,0.9491525292396545,0.21412959694862366,0.0010000000474974513
0.9200680255889893,0.24367474019527435,0.9548022747039795,0.18588151037693024,0.0010000000474974513
0.928146243095398,0.21827170252799988,0.9774011373519897,0.16433385014533997,0.0010000000474974513
0.9187925457954407,0.23374812304973602,0.9830508232116699,0.18182000517845154,0.0010000000474974513
0.9430271983146667,0.1964256316423416,0.9717513918876648,0.14962328970432281,0.0010000000474974513
0.9289966225624084,0.2117374837398529,0.9661017060279846,0.16140814125537872,0.0010000000474974513
0.9323979616165161,0.204461008310318,0.9830508232116699,0.17113177478313446,0.0010000000474974513
0.9396258592605591,0.1822310984134674,0.9548022747039795,0.19061408936977386,0.0010000000474974513
0.9238945841789246,0.2033577710390091,0.9604519605636597,0.18006989359855652,0.0010000000474974513
0.9400510191917419,0.18235403299331665,0.9830508232116699,0.14205530285835266,0.0005000000237487257
0.9396258592605591,0.17476211488246918,0.9774011373519897,0.15233521163463593,0.0005000000237487257
0.942176878452301,0.17380566895008087,0.9830508232116699,0.14464548230171204,0.0005000000237487257
0.9455782175064087,0.16420671343803406,0.9830508232116699,0.14415326714515686,0.0005000000237487257
0.942176878452301,0.1654886156320572,0.9830508232116699,0.15488547086715698,0.0005000000237487257
0.9481292366981506,0.15233466029167175,0.9774011373519897,0.13385024666786194,0.0002500000118743628
0.9506802558898926,0.1493762731552124,0.9774011373519897,0.14298002421855927,0.0002500000118743628
0.9553571343421936,0.1432776153087616,0.9830508232116699,0.13698947429656982,0.0002500000118743628
0.9515306353569031,0.1432316154241562,0.9830508232116699,0.1335335373878479,0.0002500000118743628
0.9472789168357849,0.1544819176197052,0.9604519605636597,0.16078722476959229,0.0002500000118743628
0.9528061151504517,0.14810752868652344,0.9830508232116699,0.13839715719223022,0.0002500000118743628
0.9545068144798279,0.1366603970527649,0.9830508232116699,0.1349032074213028,0.0002500000118743628
0.9528061151504517,0.13902507722377777,0.9830508232116699,0.13530655205249786,0.0002500000118743628
0.9557822942733765,0.12959113717079163,0.9604519605636597,0.15142212808132172,0.0001250000059371814
0.9536564350128174,0.13207513093948364,0.9661017060279846,0.1463806927204132,0.0001250000059371814
0.9562074542045593,0.1294996738433838,0.9604519605636597,0.1534324586391449,0.0001250000059371814
0.9523809552192688,0.1384844034910202,0.9774011373519897,0.14463739097118378,0.0001250000059371814
0.9570578336715698,0.13629069924354553,0.9604519605636597,0.16159027814865112,6.25000029685907e-05
0.9591836929321289,0.12184351682662964,0.9604519605636597,0.15631763637065887,6.25000029685907e-05
